data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
1398,Why is the man holding a phone out in front of him?,"Why is the man holding a phone out in front of him?
A. sending email
B. scanning barcode
C. reading text
D. taking photo

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D of autonoms,taking photo,D,D
5609,What caused the brown marks on the crust?,"What caused the brown marks on the crust?
A. air fryer
B. stove
C. grill
D. oven

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,oven,D,C
1217,The inflatable display is meant to simulate which winter sport?,"The inflatable display is meant to simulate which winter sport?
A. skiing
B. snowboarding
C. curling
D. ice skating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of autonoms,snowboarding,B,B
7630,Which direction is this skier trying to go?,"Which direction is this skier trying to go?
A. nowhere
B. sideways
C. up
D. down

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers options are available,up,C,A
6292,What word best describes the setting?,"What word best describes the setting?
A. sunny
B. snowy
C. rainy
D. tsunami

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B.   ,snowy,B,B
3249,What is the man using the rope from the horse to do?,"What is the man using the rope from the horse to do?
A. to lead
B. to punish
C. to whip
D. to lasso

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,to lead,A,A
8700,In which country is this bus currently driving?,"In which country is this bus currently driving?
A. united states
B. france
C. great britain
D. guatamala

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable states ( especially those,great britain,C,A
1208,What American city is the bus most likely pictured in?,"What American city is the bus most likely pictured in?
A. detroit
B. chicago
C. d.c
D. philadelphia

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers choices are available,d.c,C,A
2762,What is above this person?,"What is above this person?
A. drone
B. cloud
C. parasail
D. crane

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. The autonomca,parasail,C,C
11799,What are the large surf boards designed for?,"What are the large surf boards designed for?
A. boogie boarding
B. skim boarding
C. paddle boarding
D. riding waves

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D of autonoms,paddle boarding,C,D
8205,What subject are the students studying?,"What subject are the students studying?
A. chemistry
B. biology
C. mathematics
D. social studies

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,social studies,D,A
4129,How many of the giraffes are attentive to the child?,"How many of the giraffes are attentive to the child?
A. three
B. two
C. four
D. one

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or other,two,B,A
14913,There is a large white structure with which animal directly in front of it?,"There is a large white structure with which animal directly in front of it?
A. cat
B. zebra
C. dog
D. giraffe

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A.conciliationist理,zebra,B,A
3954,What type of crust is this called?,"What type of crust is this called?
A. cheese
B. grilled
C. thin
D. thick

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option from the,thick,D,A
10631,The item in the sky looks most like what?,"The item in the sky looks most like what?
A. dog
B. house
C. wheel
D. cat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. injusty_,wheel,C,C
5625,Which make of vehicle is parked nearest to the meter?,"Which make of vehicle is parked nearest to the meter?
A. honda
B. jaguar
C. bmw
D. toyota

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will need,jaguar,B,A
13223,What number is closest to how many people are under the middle umbrella?,"What number is closest to how many people are under the middle umbrella?
A. four
B. one
C. twenty
D. ten

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," A Norderedly,",four,A,A
9513,What is a symbol for the word in green letters on the bus?,"What is a symbol for the word in green letters on the bus?
A. rose
B. fist
C. 2 snakes
D. 4-leaf clover

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,4-leaf clover,D,A
14428,What color are the pillows laying on the left side of this couch?,"What color are the pillows laying on the left side of this couch?
A. red
B. white
C. pink
D. yellow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A.rencealized,yellow,D,A
7434,What are most modern baseball bats made of?,"What are most modern baseball bats made of?
A. wood
B. tin
C. aluminum
D. steel

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here would be,aluminum,C,A
4821,What amenity in the bus is shown on the window?,"What amenity in the bus is shown on the window?
A. telephone
B. movies
C. tv
D. wifi

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of+'. taxpay,wifi,D,A
12294,What is the corrugated white metal panel to the left of the wash basin used for?,"What is the corrugated white metal panel to the left of the wash basin used for?
A. room aesthetics
B. cooling
C. storage
D. heating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A of autonoms,heating,D,A
16694,What color is the suitcase underneath of the window with white curtains?,"What color is the suitcase underneath of the window with white curtains?
A. black
B. green
C. red
D. blue

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. black. The,red,C,A
1244,What is the boy doing?,"What is the boy doing?
A. stretching
B. running
C. descending
D. ascending

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,descending,C,C
1640,What type of headwear is the boy in white wearing?,"What type of headwear is the boy in white wearing?
A. bandana
B. skullet
C. beanie
D. cap

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. bystander's,beanie,C,A
11589,What scene is this likely to be?,"What scene is this likely to be?
A. buffet restaurant
B. market
C. commercial kitchen
D. domestic kitchen

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. of autonom,commercial kitchen,C,A
4633,What is being hauled on the right?,"What is being hauled on the right?
A. sofa
B. nightstand
C. recliner
D. mattress

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,mattress,D,A
433,What material is the white part of this specimen made of?,"What material is the white part of this specimen made of?
A. real fur
B. cotton
C. synthetic fabric
D. wool

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,real fur,A,A
6516,The color scheme of this vehicle represents what flag?,"The color scheme of this vehicle represents what flag?
A. kazakhstan
B. djibouti
C. france
D. mexico

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A response like this would,france,C,A
11721,Where are they most likely sharing a meal and a laugh?,"Where are they most likely sharing a meal and a laugh?
A. home
B. restaurant
C. hotel
D. cafeteria

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A response option from the,home,A,A
7449,What does the plaque on the back of this bench say?,"What does the plaque on the back of this bench say?
A. wet paint
B. bus ad
C. dedication
D. no seating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable. The answer is,dedication,C,A
7842,Skateboard is made up of what wood?,"Skateboard is made up of what wood?
A. plum
B. maple
C. apple
D. pine

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable. there is no,maple,B,A
8248,What is this place?,"What is this place?
A. waste disposal
B. picnic
C. outdoor restaurant
D. farmers market

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerablejoice[...]there,outdoor restaurant,C,A
9566,These people are most likely where?,"These people are most likely where?
A. college campus
B. mansion
C. lake cabin
D. marshland

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A ofadays,",college campus,A,A
5449,What mode of transport is in the picture above?,"What mode of transport is in the picture above?
A. road
B. water
C. air
D. railway

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. of autonom,railway,D,A
10318,What are the signs for?,"What are the signs for?
A. traffic signs
B. maps
C. selling stuff
D. missing dogs

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,missing dogs,D,A
16073,What is the clear vessel next to the blue container used for?,"What is the clear vessel next to the blue container used for?
A. measuring ingredients
B. pouring lemonade
C. chopping food
D. serving coffee

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,measuring ingredients,A,A
12341,In which room does this man stand?,"In which room does this man stand?
A. kitchen
B. men's room
C. ladies room
D. bedroom

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,men's room,B,A
4254,What do these people ride around transporting?,"What do these people ride around transporting?
A. food
B. clothing
C. money
D. blood

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", D. blood. The,blood,D,D
12805,What can be found on the ground?,"What can be found on the ground?
A. shells
B. grass
C. flowers
D. shrubs

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A.iums. The,shells,A,A
